M/Z,Intensity
-7.8602611e-005,-0.55341176
2.1773576e-007,-0.23184314
9.6021472e-005,-0.12988235
0.00036601382,-0.58478431
0.00081019477,-0.12988235
0.0014285643,0.39560784
0.0022211225,-2.1455686
0.0031878693,-2.4122353
0.0043288047,-3.3534118
0.0056439287,-3.8632157
0.0071332413,-3.8945882
0.0087967426,-3.8945882
0.010634432,-3.8945882
0.012646311,-3.8759842
0.014832378,-3.8414413
0.017192634,-0.99880268
0.019727078,4.5735004
0.022435711,10.036252
0.025318532,5.9698447
0.028375542,3.9272193
0.031606741,8.4573955
0.035012128,2.7446871
0.038591704,-3.8540431
0.042345469,-2.7348737
0.046273422,4.5884698
0.050375564,1.8571641
0.054651894,1.0868952
0.059102413,0.25413393
0.063727121,-1.0568061
0.068526017,-2.1478857
0.073499102,-1.1132225
0.078646375,6.3138502
0.083967837,10.698038
0.089463488,4.2981651
0.095133327,-2.6347886
0.10097736,-3.7635682
0.10699557,-3.7548403
0.11318798,-3.7458597
0.11955457,-2.3483913
0.12609535,-1.0840035
0.13281032,-0.24289258
0.13969948,-1.7544702
0.14676283,-0.12069714
0.15400037,2.4152893
0.16141209,3.5397637
0.16899801,2.5076279
0.17675811,2.6129997
0.1846924,2.2323495
0.19280088,2.1735206
0.20108355,0.1071012
0.20954041,-2.7669087
0.21817145,-2.15047
0.22697669,0.26229984
0.23595611,1.7419889
0.24510972,1.355264
0.25443752,1.5727132
0.26393951,2.3315915
0.27361569,0.80052639
0.28346605,-1.2165606
0.29349061,-1.343199
0.30368935,-1.7362514
0.31406228,-2.9133649
0.3246094,-3.188265
0.33533071,-1.8707556
0.34622621,-0.35691514
0.3572959,0.92972693
0.36853977,1.9656412
0.37995783,1.9586709
0.39155009,1.6931296
0.40331653,1.7964684
0.41525716,2.1039814
0.42737197,2.1293941
0.43966098,1.958981
0.45212418,1.6319577
0.46476156,1.1796969
0.47757313,0.25710042
0.49055889,-0.28092969
0.50371884,-0.71674641
0.51705298,-0.91701639
0.53056131,-0.56801415
0.54424382,-0.33640634
0.55810053,0.24839526
