M/Z,Intensity
-7.8602611e-005,-0.55152941
2.1773576e-007,-0.39466667
9.6021472e-005,-0.30054902
0.00036601382,-0.44956863
0.00081019477,-0.43388235
0.0014285643,0.35827451
0.0022211225,-2.5123137
0.0031878693,-2.6927059
0.0043288047,-3.5789804
0.0056439287,-3.9868235
0.0071332413,-3.9868235
0.0087967426,-3.9868235
0.010634432,-3.9868235
0.012646311,-3.983248
0.014832378,-3.9558335
0.017192634,-1.1986977
0.019727078,6.4607085
0.022435711,10.332189
0.025318532,2.6588809
0.028375542,5.1349021
0.031606741,11.501429
0.035012128,-1.4180092
0.038591704,-3.9371378
0.042345469,0.91659221
0.046273422,4.3588671
0.050375564,1.8406672
0.054651894,0.67963968
0.059102413,-0.95950967
0.063727121,-1.6101142
0.068526017,-3.7349189
0.073499102,-1.7652964
0.078646375,8.7536553
0.083967837,11.202328
0.089463488,3.3846442
0.095133327,-2.2915539
0.10097736,-3.8262659
0.10699557,-3.8155703
0.11318798,-3.7418201
0.11955457,-2.6167799
0.12609535,-0.90319479
0.13281032,-1.9500845
0.13969948,-3.6711744
0.14676283,-0.24685666
0.15400037,2.6522804
0.16141209,3.4183937
0.16899801,3.1730519
0.17675811,3.6182157
0.1846924,4.0872185
0.19280088,2.5800603
0.20108355,-0.5346315
0.20954041,-3.4764647
0.21817145,-2.8258315
0.22697669,0.31922897
0.23595611,0.23322643
0.24510972,0.053415813
0.25443752,1.8503854
0.26393951,2.8947233
0.27361569,0.88054726
0.28346605,-0.84312312
0.29349061,0.14724155
0.30368935,-1.5993391
0.31406228,-3.2122769
0.3246094,-3.279807
0.33533071,-2.1940864
0.34622621,-1.2021739
0.3572959,0.464558
0.36853977,2.1472857
0.37995783,1.7362054
0.39155009,2.1019052
0.40331653,2.4600714
0.41525716,2.4107041
0.42737197,2.5577248
0.43966098,2.0854472
0.45212418,1.4801458
0.46476156,0.51436971
0.47757313,-0.43541055
0.49055889,-0.79664596
0.50371884,-1.4320816
0.51705298,-1.2436783
0.53056131,-0.78829869
0.54424382,0.60856692
0.55810053,0.89985975
0.57213142,0.4463641
0.5863365,0.90298195
0.60071577,0.36383093
0.61526923,0.72695027
0.62999688,0.81586937
0.64489871,0.66196078
0.65997473,0.95051246
0.67522495,0.72139807
0.69064935,0.14716664
0.70624794,0.074877004
0.72202072,-0.71900026
0.73796769,0.055730921
0.75408884,-0.52641964
0.77038419,-1.0066284
0.78685372,-0.14567972
0.80349744,-0.82200493
0.82031535,-1.263055
0.83730745,-0.30804567
0.85447374,-0.19227101
0.87181421,-0.12357418
0.88932888,0.53333895
0.90701773,1.3706252
0.92488077,1.0471082
0.942918,1.0843565
0.96112942,1.6941348
0.97951503,0.9940902
0.99807483,0.93716384
1.0168088,1.1782577
1.035717,0.92521491
1.0547993,0.8133296
1.0740559,0.9367194
1.0934866,1.2247961
1.1130916,0.99520671
1.1328707,1.1106964
1.152824,1.0300886
1.1729515,0.91024616
1.1932532,0.65705137
1.213729,0.73324935
1.2343791,0.72315383
1.2552033,0.57970597
1.2762018,1.1029058
1.2973744,1.1476552
1.3187212,1.0355229
1.3402422,1.3782735
1.3619374,1.2033581
1.3838068,1.3186198
1.4058504,1.4103331
1.4280681,1.3373215
1.4504601,1.5466438
1.4730262,1.0814373
1.4957665,0.9299373
1.518681,0.76273203
1.5417697,0.47001757
1.5650326,0.50669587
1.5884697,0.14335517
1.612081,0.21921117
1.6358664,0.14602855
1.6598261,-0.16246719
1.6839599,0.25058671
1.7082679,0.15381768
1.7327501,0.24526495
1.7574065,0.54845792
1.7822371,0.34182798
1.8072419,0.59008099
1.8324209,0.54811893
1.857774,0.61594178
1.8833013,0.62100054
1.9090029,0.4142756
1.9348786,0.41145322
1.9609285,0.42429812
1.9871526,0.18614363
2.0135509,0.16757798
2.0401234,0.16467961
2.06687,0.18529165
2.0937909,0.2294141
2.1208859,0.25783128
2.1481551,0.51368043
2.1755985,0.27539295
2.2032161,0.49983156
2.2310079,0.46542764
2.2589739,0.54080864
2.2871141,0.60832751
2.3154285,0.55033718
2.343917,0.58644549
2.3725797,0.51273089
2.4014167,0.42331101
2.4304278,0.30249959
2.4596131,0.49539465
2.4889726,0.4529766
2.5185062,0.38701014
2.5482141,0.47004429
2.5780962,0.58443198
2.6081524,0.33801636
2.6383828,0.30334645
2.6687875,0.28434381
2.6993663,0.05355747
2.7301193,-0.012541989
2.7610465,0.0076140615
2.7921478,-0.207543
2.8234234,0.16551622
2.8548732,0.22483096
2.8864971,-0.32763801
2.9182952,0.56301128
2.9502676,0.018347455
2.9824141,0.09327247
3.0147348,0.5289628
3.0472296,0.47835962
3.0798987,0.24734528
3.112742,0.24376293
3.1457594,0.48329883
3.1789511,0.4639922
3.2123169,0.28780382
3.2458569,0.74689057
3.2795711,0.56282106
3.3134595,0.56696784
3.3475221,0.7122721
3.3817589,0.8026554
3.4161698,0.67341185
3.450755,0.65395322
3.4855143,0.99525991
3.5204478,0.52086133
3.5555556,0.6268359
3.5908375,0.86612481
3.6262936,0.71323785
3.6619238,0.77993974
3.6977283,0.5877991
3.733707,0.73289436
3.7698598,0.78385297
3.8061868,0.46616514
3.8426881,0.83081124
3.8793635,0.48171286
3.9162131,0.47769352
3.9532369,0.59130223
3.9904348,0.46175469
4.027807,0.66944306
4.0653534,0.42221046
4.1030739,0.44162553
4.1409686,0.51592356
4.1790376,0.34706534
4.2172807,0.49975674
4.255698,0.16615464
4.2942895,0.31880805
4.3330551,0.22046206
4.371995,0.082881389
4.411109,0.30606603
4.4503973,-0.004101658
4.4898597,0.12492734
4.5294963,0.15197655
4.5693071,-0.10334618
4.6092921,0.080527783
4.6494513,-0.049342747
4.6897847,-0.045898944
4.7302923,0.04380037
4.770974,-0.18024481
4.8118299,-0.035681531
4.8528601,-0.1107451
4.8940644,-0.01046632
4.9354429,-0.10627308
4.9769956,-0.076596764
5.0187225,0.0079744077
5.0606235,-0.13491251
5.1026988,-0.02682615
5.1449482,0.010664866
5.1873719,0.0089330853
5.2299697,-0.0084920805
5.2727417,0.279958
5.3156879,-0.17669708
5.3588083,0.18232701
5.4021029,0.015853797
5.4455717,-0.017293196
5.4892146,0.12210172
5.5330318,-0.028706553
5.5770231,0.18910551
5.6211886,0.12455753
5.6655283,0.21686518
5.7100422,0.25426376
5.7547303,0.19753758
5.7995926,0.18001998
5.8446291,0.24876977
5.8898397,0.1998654
5.9352245,0.24507156
5.9807836,0.28242748
6.0265168,0.18644295
6.0724242,0.24731405
6.1185058,0.13562903
6.1647616,0.29060356
6.2111916,0.30439451
6.2577957,0.09072737
6.3045741,0.19862175
6.3515266,0.33788156
6.3986533,0.18693819
6.4459543,0.14579162
6.4934294,0.32424579
6.5410787,0.17328109
6.5889021,-0.32278877
6.6368998,0.42819309
6.6850717,-0.044361576
6.7334177,0.38503743
6.781938,0.23403717
6.8306324,0.24773569
6.879501,0.17515258
6.9285438,0.40844471
6.9777608,-0.048466339
7.027152,0.51422334
7.0767174,0.21416081
7.1264569,0.12585587
7.1763707,0.28068108
7.2264586,0.27863644
7.2767207,0.20599645
7.327157,0.17256503
7.3777675,0.34304807
7.4285522,0.14489655
7.4795111,0.06438498
7.5306442,0.35249375
7.5819514,0.1543209
7.6334329,0.11300368
7.6850885,0.19716955
7.7369183,0.11662242
7.7889223,0.1223427
7.8411005,0.23001665
7.8934529,0.023957996
7.9459795,0.13161772
7.9986802,0.066721321
8.0515552,0.048876631
8.1046043,-0.031720268
8.1578277,0.091597292
8.2112252,0.034515584
8.2647969,0.024485589
8.3185428,0.061507307
8.3724629,-0.019125144
8.4265572,0.041411765
8.4808256,-0.092200404
8.5352683,0.048696337
8.5898851,-0.084917622
8.6446761,-0.022454044
8.6996413,0.071381188
8.7547808,-0.093608004
8.8100943,-0.023303974
8.8655821,-0.12554986
8.9212441,-0.10230644
8.9770803,-0.11827961
9.0330906,-0.055822293
9.0892751,-0.079640385
9.1456339,-0.11914565
9.2021668,-0.11943612
9.2588739,-0.017766697
9.3157552,-0.16707856
9.3728107,-0.08109721
9.4300403,0.020569525
9.4874442,-0.16796071
9.5450222,-0.050609496
9.6027745,-0.090121917
9.6607009,-0.027674449
9.7188015,0.16810546
9.7770763,-0.06748808
9.8355253,0.096917487
9.8941485,0.010341768
9.9529458,-0.013489749
10.011917,0.072481761
10.071063,-0.13958684
10.130383,0.28363778
10.189877,0.055881117
10.249545,0.12616277
10.309388,0.24350236
10.369405,-0.05484523
10.429596,0.24288472
10.489961,0.11708437
10.5505,0.069714487
10.611213,0.15567705
10.672101,0.17889361
10.733163,0.12367791
10.794399,0.11552014
10.855809,0.16226343
10.917393,0.24822152
10.979152,0.067512043
11.041085,0.34170363
11.103192,-0.0037135166
11.165473,0.33322138
11.227928,0.14466519
11.290558,0.081598294
11.353361,0.36362855
11.416339,0.0025206468
11.479491,0.2610197
11.542818,0.16657667
11.606318,0.0015445226
11.669993,0.23651148
11.733841,-0.1246009
11.797864,0.19663877
11.862062,0.17277951
11.926433,-0.086374761
11.990979,0.14074458
12.055698,0.23452969
12.120592,0.085176655
12.185661,0.014254095
12.250903,0.28058554
12.316319,0.21750433
12.38191,-0.11224445
12.447675,0.35800589
12.513614,0.075314145
12.579727,-0.18384908
12.646015,0.19228092
12.712477,0.1840963
12.779112,-0.20840295
12.845923,0.17556751
12.912907,0.034046866
12.980065,-0.052572709
13.047398,0.0019832925
13.114905,0.0094795752
13.182586,0.048347512
13.250441,-0.04611878
13.31847,-0.069997731
13.386674,0.094357717
13.455051,-0.08638577
13.523603,-0.14948309
13.592329,0.022712808
13.66123,-0.071758854
13.730304,-0.040741214
13.799553,-0.080312705
13.868976,0.091879615
13.938573,-0.1437721
14.008344,-0.026483528
14.07829,0.067274735
14.148409,-0.20759535
14.218703,0.019494458
14.289171,-0.0043970237
14.359813,-0.11456391
14.43063,0.065464388
14.50162,-0.029018014
14.572785,-0.045069938
14.644124,0.025151753
14.715637,0.016941176
14.787324,-0.071785028
14.859186,0.06693379
14.931221,0.017411357
15.003431,0.046314339
15.075815,0.0046231288
15.148374,-0.068446588
15.221106,-0.047404614
15.294013,0.075592186
15.367094,-0.021024814
15.440349,0.070587523
15.513778,0.060233118
15.587381,-0.012872341
15.661159,0.14146722
15.735111,-0.033610937
15.809237,0.026599065
15.883537,0.14170507
15.958011,0.029354138
16.03266,0.081703131
16.107482,0.11051676
16.182479,-0.033224598
16.25765,0.042635935
16.332996,0.071431687
16.408515,-0.048798125
16.484209,0.081946497
16.560077,0.1577832
16.636119,-0.080111543
16.712335,0.14473285
16.788725,-0.069644391
16.86529,0.029697896
16.942029,0.074132265
17.018942,-0.014772657
17.096029,0.18651254
17.17329,-0.29456116
17.250726,0.33808468
17.328335,-0.11162839
17.406119,-0.06722976
17.484077,0.19677075
17.56221,-0.11178371
17.640516,0.01887155
17.718997,0.016187523
17.797652,0.060556363
17.876481,-0.012727814
17.955484,0.023785974
