M/Z,Intensity
-7.8602611e-005,-0.67984314
2.1773576e-007,-0.43670588
9.6021472e-005,-0.028862745
0.00036601382,-0.89160784
0.00081019477,0.90447059
0.0014285643,0.6534902
0.0022211225,-2.5229804
0.0031878693,-1.5818039
0.0043288047,-2.7190588
0.0056439287,-3.8249412
0.0071332413,-2.7425882
0.0087967426,-3.4641569
0.010634432,-3.5739608
0.012646311,-3.0370748
0.014832378,-3.8018421
0.017192634,-0.6055174
0.019727078,3.4930756
0.022435711,8.5723684
0.025318532,5.3539296
0.028375542,2.9357983
0.031606741,7.6317001
0.035012128,2.5239879
0.038591704,-3.7206716
0.042345469,-1.6356117
0.046273422,3.5634813
0.050375564,1.3354308
0.054651894,1.3508252
0.059102413,-0.35896303
0.063727121,-1.3390319
0.068526017,-2.193303
0.073499102,-1.6276586
0.078646375,5.3304502
0.083967837,9.3790626
0.089463488,4.0554336
0.095133327,-2.138476
0.10097736,-3.3673721
0.10699557,-3.2626274
0.11318798,-3.4399279
0.11955457,-2.6522151
0.12609535,-1.2838024
0.13281032,-0.80919988
0.13969948,-2.2323289
0.14676283,-0.070836696
0.15400037,1.9811592
0.16141209,2.9903255
0.16899801,2.5488189
0.17675811,2.4919337
0.1846924,2.1922187
0.19280088,1.9947722
0.20108355,-0.15530795
0.20954041,-2.8619432
0.21817145,-2.5329768
0.22697669,-0.1958597
0.23595611,0.96509444
0.24510972,0.93419929
0.25443752,1.2722392
0.26393951,2.2223514
0.27361569,0.78845742
0.28346605,-0.99022698
0.29349061,-1.0509567
0.30368935,-1.5349083
0.31406228,-2.6067876
0.3246094,-2.8783593
0.33533071,-1.7613881
0.34622621,-0.51077605
0.3572959,0.66171226
0.36853977,1.7247042
0.37995783,1.6899646
0.39155009,1.8516109
0.40331653,1.8645453
0.41525716,2.1287676
0.42737197,2.0403563
0.43966098,1.5365664
0.45212418,1.3468095
0.46476156,0.66324257
0.47757313,-0.10629129
0.49055889,-0.4598313
0.50371884,-0.81306371
0.51705298,-1.1110866
0.53056131,-0.74997833
0.54424382,0.0035943701
0.55810053,0.30257269
0.57213142,0.22538802
0.5863365,0.28184426
0.60071577,0.31507868
0.61526923,0.70156186
0.62999688,0.74325459
0.64489871,1.2872157
0.65997473,1.1822432
0.67522495,1.2262556
0.69064935,0.82317432
0.70624794,0.082803357
0.72202072,-0.34387691
0.73796769,-0.37843512
0.75408884,-0.99342028
0.77038419,-0.95745984
0.78685372,-0.84310283
0.80349744,-1.1209375
0.82031535,-0.93606182
0.83730745,-0.57082881
0.85447374,-0.36249334
0.87181421,-0.19340835
0.88932888,0.32073988
0.90701773,0.70151998
0.92488077,0.68226529
0.942918,0.73356403
0.96112942,0.98090641
0.97951503,0.62429242
0.99807483,0.57352599
1.0168088,0.76586201
1.035717,1.287575
1.0547993,1.8406257
1.0740559,1.7661907
1.0934866,1.8093679
1.1130916,2.0564319
1.1328707,1.377971
1.152824,0.7700634
1.1729515,0.86016027
1.1932532,1.0835557
1.213729,0.57750451
1.2343791,0.14984993
1.2552033,0.69470957
1.2762018,0.6277697
1.2973744,0.59216759
1.3187212,0.78398166
1.3402422,1.2502707
1.3619374,1.6302505
1.3838068,1.3670582
1.4058504,1.2528508
1.4280681,1.5307654
1.4504601,1.2204099
1.4730262,0.90217644
1.4957665,0.48194743
1.518681,0.56364441
1.5417697,0.43354189
1.5650326,0.14654182
1.5884697,0.1418599
1.612081,0.2469471
1.6358664,-0.071529906
1.6598261,0.22956613
1.6839599,0.20121561
1.7082679,0.36106559
1.7327501,0.28558665
1.7574065,0.38262193
1.7822371,0.29138712
1.8072419,0.22364693
1.8324209,0.52449939
1.857774,0.42531706
1.8833013,0.4045313
1.9090029,0.38371074
1.9348786,0.45697304
1.9609285,0.38902406
1.9871526,0.023001077
2.0135509,0.16674721
2.0401234,0.1300664
2.06687,-0.29096294
2.0937909,0.0095415544
2.1208859,0.12961909
2.1481551,0.030053992
2.1755985,0.34614037
2.2032161,0.23866254
2.2310079,0.40565971
2.2589739,0.52556327
2.2871141,0.472883
2.3154285,0.56918755
2.343917,0.68114358
2.3725797,0.33816285
2.4014167,0.44220614
2.4304278,0.3893519
2.4596131,0.31293344
2.4889726,0.36981352
2.5185062,0.29332547
2.5482141,0.27954773
2.5780962,0.1010293
2.6081524,0.14208392
2.6383828,-0.060033514
2.6687875,-0.081793586
2.6993663,-0.27613748
2.7301193,-0.15679067
2.7610465,-0.31198847
2.7921478,-0.16918185
2.8234234,-0.22248845
2.8548732,0.069268184
2.8864971,-0.16450017
2.9182952,0.095814321
2.9502676,-0.33410206
2.9824141,0.19280951
3.0147348,-0.14305882
3.0472296,-0.15039172
3.0798987,0.15600361
3.112742,-0.14936302
3.1457594,0.047233856
3.1789511,-0.0071469209
3.2123169,0.11102406
3.2458569,0.27625659
3.2795711,0.080707552
3.3134595,0.33222007
3.3475221,0.31706865
3.3817589,0.45093958
3.4161698,0.63187207
3.450755,0.37359161
3.4855143,0.60158839
3.5204478,0.59429379
3.5555556,0.5399431
3.5908375,0.77579122
3.6262936,0.54105384
3.6619238,0.69063293
3.6977283,0.6206069
3.733707,0.62901499
3.7698598,0.65311208
3.8061868,0.4654472
3.8426881,0.41896153
3.8793635,0.34894918
3.9162131,0.52207683
3.9532369,0.40501113
3.9904348,0.48402659
4.027807,0.3120644
4.0653534,0.35971279
4.1030739,0.40736391
4.1409686,0.23540992
4.1790376,0.24385083
4.2172807,0.26013761
4.255698,0.27642712
4.2942895,0.19075858
4.3330551,0.28548494
4.371995,0.16060619
4.411109,0.090632132
4.4503973,0.13046473
4.4898597,0.08402556
4.5294963,0.10817736
4.5693071,0.053900516
4.6092921,-0.070961825
4.6494513,-0.015429274
4.6897847,-0.16381556
4.7302923,-0.11612067
4.770974,-0.20959952
4.8118299,0.010649851
4.8528601,-0.10635294
4.8940644,-0.11591426
4.9354429,-0.047051464
4.9769956,-0.15074495
5.0187225,0.020064096
5.0606235,0.041846274
5.1026988,-0.014810183
5.1449482,0.022643744
5.1873719,-0.06539979
5.2299697,0.12890236
5.2727417,-0.02974394
5.3156879,-0.00016220523
5.3588083,0.068627953
5.4021029,-0.050824447
5.4455717,0.010108047
5.4892146,0.071033277
5.5330318,0.053519871
5.5770231,0.004626653
5.6211886,0.16749088
5.6655283,0.1970145
5.7100422,0.10104067
5.7547303,0.1148635
5.7995926,0.27769867
5.8446291,0.11111481
5.8898397,0.32099428
5.9352245,0.099493931
5.9807836,0.22308436
6.0265168,0.26039302
6.0724242,0.14083167
6.1185058,0.19381207
6.1647616,0.30168717
6.2111916,0.017398146
6.2577957,0.18016068
6.3045741,0.22526889
6.3515266,0.18409533
6.3986533,0.072326274
6.4459543,0.22721662
6.4934294,0.17033499
6.5410787,-0.043416641
6.5889021,0.29184407
6.6368998,0.038862222
6.6850717,0.13097115
6.7334177,0.15248458
6.781938,0.15830447
6.8306324,0.21901906
6.879501,0.083647955
6.9285438,0.23846566
6.9777608,0.25994278
7.027152,0.17945184
7.0767174,0.16169874
7.1264569,0.27727171
7.1763707,0.36146486
7.2264586,0.053493895
7.2767207,0.23963331
7.327157,0.21400075
7.3777675,0.094243286
7.4285522,0.40585111
7.4795111,-0.035489515
7.5306442,0.29963319
7.5819514,0.16416039
7.6334329,0.083582297
7.6850885,0.3951538
7.7369183,-0.054066277
7.7889223,0.29670638
7.8411005,0.059236488
7.8934529,0.049210308
7.9459795,0.31368667
7.9986802,-0.11204031
