M/Z,Intensity
-7.8602611e-005,-0.82352941
2.1773576e-007,-0.56470588
9.6021472e-005,-0.42352941
0.00036601382,-0.76078431
0.00081019477,0.1254902
0.0014285643,0.65882353
0.0022211225,-2.6666667
0.0031878693,-1.8823529
0.0043288047,-2.7921569
0.0056439287,-3.9294118
0.0071332413,-3.0588235
0.0087967426,-3.4117647
0.010634432,-3.6627451
0.012646311,-3.2196842
0.014832378,-3.7174669
0.017192634,-1.4462892
0.019727078,5.1703195
0.022435711,9.3323591
0.025318532,2.8829669
0.028375542,3.9084174
0.031606741,10.55773
0.035012128,-0.54948665
0.038591704,-3.7112726
0.042345469,0.17825466
0.046273422,4.2014482
0.050375564,1.6916414
0.054651894,0.6488341
0.059102413,-0.40148339
0.063727121,-1.7181346
0.068526017,-3.379551
0.073499102,-2.1465168
0.078646375,7.2437131
0.083967837,10.053884
0.089463488,3.6016421
0.095133327,-2.0032077
0.10097736,-3.3802736
0.10699557,-3.3373988
0.11318798,-3.4432106
0.11955457,-2.662415
0.12609535,-0.8459924
0.13281032,-1.7115898
0.13969948,-3.3925406
0.14676283,-0.4143349
0.15400037,2.4151841
0.16141209,2.9783693
0.16899801,2.6712993
0.17675811,3.4155425
0.1846924,3.3914912
0.19280088,2.6697336
0.20108355,-0.17718129
0.20954041,-3.125724
0.21817145,-2.7249143
0.22697669,0.044855895
0.23595611,0.24240994
0.24510972,-0.085193291
0.25443752,1.6659678
0.26393951,2.7037363
0.27361569,0.60458275
0.28346605,-0.81972803
0.29349061,0.085705875
0.30368935,-1.447743
0.31406228,-2.7926236
0.3246094,-2.9214851
0.33533071,-1.8578568
0.34622621,-1.0840916
0.3572959,0.42726134
0.36853977,1.9154178
0.37995783,1.6627308
0.39155009,1.9986119
0.40331653,2.4132573
0.41525716,2.561569
0.42737197,2.2396254
0.43966098,2.0435048
0.45212418,1.1732074
0.46476156,0.49932137
0.47757313,-0.31540825
0.49055889,-0.77686377
0.50371884,-1.2928883
0.51705298,-1.3458349
0.53056131,-0.66903675
0.54424382,0.30613351
0.55810053,0.59928376
0.57213142,0.75159044
0.5863365,0.48854378
0.60071577,0.59445748
0.61526923,0.62227272
0.62999688,0.97198951
0.64489871,0.97694118
0.65997473,0.90448261
0.67522495,1.3888652
0.69064935,0.48499085
0.70624794,0.090898825
0.72202072,-0.2169403
0.73796769,-0.6659775
0.75408884,-0.36993827
0.77038419,-0.97588144
0.78685372,-0.93086582
0.80349744,-0.87802868
0.82031535,-1.0840367
0.83730745,-0.93712511
0.85447374,-0.54709789
0.87181421,0.031143006
0.88932888,0.73485249
0.90701773,1.0385404
0.92488077,1.2873047
0.942918,1.5203611
0.96112942,1.3533959
0.97951503,0.99033067
0.99807483,0.82332227
1.0168088,1.040606
1.035717,1.195123
1.0547993,1.4358929
1.0740559,1.6531117
1.0934866,1.3840345
1.1130916,1.4286611
1.1328707,1.7085603
1.152824,1.36883
1.1729515,1.2408428
1.1932532,1.1755791
1.213729,0.76519568
1.2343791,0.36263384
1.2552033,0.26593273
1.2762018,0.67117081
1.2973744,0.89599511
1.3187212,0.72079781
1.3402422,1.0475397
1.3619374,1.2487697
1.3838068,1.6460566
1.4058504,1.5099886
1.4280681,1.8444871
1.4504601,1.5671994
1.4730262,1.2742038
1.4957665,1.1066767
1.518681,0.62540258
1.5417697,0.61469506
1.5650326,0.16475025
1.5884697,-0.096980881
1.612081,0.16675658
1.6358664,0.15596262
1.6598261,0.2392647
1.6839599,0.17352556
1.7082679,0.47639226
1.7327501,0.63021775
1.7574065,0.60362946
1.7822371,0.54564702
1.8072419,0.51117238
1.8324209,0.42177417
1.857774,0.41862887
1.8833013,0.53310901
1.9090029,0.33384205
1.9348786,0.44043583
1.9609285,0.7352433
1.9871526,0.37120562
2.0135509,0.25812673
2.0401234,0.44306545
2.06687,0.26719824
2.0937909,0.27954472
2.1208859,0.28402645
2.1481551,0.20221206
2.1755985,0.30861135
2.2032161,0.3444008
