M/Z,Intensity
-7.8602611e-005,-0.38713725
2.1773576e-007,-0.46556863
9.6021472e-005,-0.36360784
0.00036601382,-0.36360784
0.00081019477,0.27952941
0.0014285643,0.24815686
0.0022211225,-2.3322353
0.0031878693,-2.4185098
0.0043288047,-3.2498824
0.0056439287,-3.6577255
0.0071332413,-3.7126275
0.0087967426,-3.6185098
0.010634432,-3.5008627
0.012646311,-3.7096888
0.014832378,-3.3300252
0.017192634,-0.97363652
0.019727078,4.324183
0.022435711,9.277159
0.025318532,6.3872521
0.028375542,4.0074036
0.031606741,7.4787898
0.035012128,3.1229796
0.038591704,-3.5384586
0.042345469,-3.3525836
0.046273422,4.151193
0.050375564,2.290518
0.054651894,-0.071863225
0.059102413,0.61699032
0.063727121,0.60805907
0.068526017,-2.4045393
0.073499102,-0.33453033
0.078646375,6.9827919
0.083967837,9.1082117
0.089463488,3.578984
0.095133327,-2.5303815
0.10097736,-3.4551788
0.10699557,-3.5561923
0.11318798,-3.5000886
0.11955457,-2.5182403
0.12609535,-0.3675101
0.13281032,-0.43613332
0.13969948,-0.92018839
0.14676283,0.80777567
0.15400037,1.4928569
0.16141209,3.0409377
0.16899801,2.024567
0.17675811,1.0711958
0.1846924,2.172981
0.19280088,1.9024716
0.20108355,-0.085430365
0.20954041,-2.1515093
0.21817145,-1.6290986
0.22697669,0.47788037
0.23595611,2.028251
0.24510972,1.7827976
0.25443752,1.0121084
0.26393951,1.5906932
0.27361569,0.14600313
0.28346605,-1.8631385
0.29349061,-1.8171236
0.30368935,-1.5355603
0.31406228,-2.6655072
0.3246094,-2.7991213
0.33533071,-1.2854221
0.34622621,-0.21068418
0.3572959,0.76234738
0.36853977,1.6493589
0.37995783,1.6111346
0.39155009,1.2437529
0.40331653,1.2060375
0.41525716,2.0391647
0.42737197,1.8294091
0.43966098,1.9336335
0.45212418,2.1322298
0.46476156,1.7585316
0.47757313,0.67920552
0.49055889,0.24327107
0.50371884,-0.41985993
0.51705298,-1.2788149
0.53056131,-1.0159469
0.54424382,-0.38419696
0.55810053,-0.36395732
0.57213142,-0.17875736
0.5863365,-0.048204937
0.60071577,0.1218176
0.61526923,0.40189848
0.62999688,0.67439066
0.64489871,0.71184314
0.65997473,0.84383329
0.67522495,0.68561186
0.69064935,0.32345333
0.70624794,-0.17989719
0.72202072,-0.59698872
0.73796769,-0.31605655
0.75408884,-0.5214144
0.77038419,-0.42090543
0.78685372,-0.14786295
0.80349744,-0.25914972
0.82031535,-0.33123632
0.83730745,0.043720379
0.85447374,-0.23231883
0.87181421,-0.17111865
0.88932888,-0.13346341
0.90701773,0.061039059
0.92488077,-0.042513206
0.942918,0.0029386173
0.96112942,0.4013161
0.97951503,0.45458002
0.99807483,0.68822058
1.0168088,1.0081201
1.035717,0.96721985
1.0547993,1.0517942
1.0740559,1.1912551
1.0934866,1.0718769
1.1130916,0.88973805
1.1328707,1.2173876
1.152824,1.1685511
1.1729515,0.86871864
1.1932532,1.0708315
1.213729,1.0925366
1.2343791,1.2475596
1.2552033,0.9162925
1.2762018,1.2516766
1.2973744,1.8458687
1.3187212,0.87926092
1.3402422,0.90871609
1.3619374,0.78913613
1.3838068,0.6381681
1.4058504,0.94992965
1.4280681,0.95579333
1.4504601,1.1812493
1.4730262,1.3361016
1.4957665,0.89485988
1.518681,0.96340659
1.5417697,0.61625149
1.5650326,0.3788848
1.5884697,0.15718887
1.612081,0.15508526
1.6358664,0.090221032
1.6598261,-0.068776361
1.6839599,0.085936217
1.7082679,0.14651563
1.7327501,0.14433442
1.7574065,0.61272593
1.7822371,0.4222784
1.8072419,0.55338397
1.8324209,0.44133676
1.857774,0.50182306
1.8833013,0.40543109
1.9090029,0.2227491
1.9348786,0.13416923
1.9609285,0.14753463
1.9871526,0.098139408
2.0135509,0.19774828
2.0401234,0.25812594
2.06687,0.28711554
2.0937909,0.3553053
2.1208859,0.33720503
2.1481551,0.53085395
2.1755985,0.19899716
2.2032161,0.48673269
2.2310079,0.25680564
2.2589739,0.30137288
2.2871141,0.43219911
2.3154285,0.2649706
2.343917,0.48988343
2.3725797,0.48732977
2.4014167,0.52397627
2.4304278,0.32531314
2.4596131,0.2756541
2.4889726,0.45343052
2.5185062,0.15276004
2.5482141,0.44030934
2.5780962,0.29647058
2.6081524,0.24673394
2.6383828,0.23619746
2.6687875,0.22564547
2.6993663,0.23076424
2.7301193,0.079004737
2.7610465,0.20958266
2.7921478,0.0028901608
2.8234234,0.070691947
2.8548732,0.044360567
2.8864971,0.12781759
2.9182952,0.14067086
2.9502676,-0.081785511
2.9824141,0.44084064
3.0147348,0.23403951
