M/Z,Intensity
-7.8602611e-005,-0.496
2.1773576e-007,-0.40188235
9.6021472e-005,-0.34698039
0.00036601382,-0.51952941
0.00081019477,0.26478431
0.0014285643,0.1785098
0.0022211225,-2.4018824
0.0031878693,-2.1979608
0.0043288047,-3.1312941
0.0056439287,-3.7195294
0.0071332413,-3.5548235
0.0087967426,-3.5783529
0.010634432,-3.5783529
0.012646311,-3.5910051
0.014832378,-3.3445709
0.017192634,-0.81552119
0.019727078,4.5373207
0.022435711,8.9727782
0.025318532,5.9183023
0.028375542,3.5621283
0.031606741,7.7866092
0.035012128,2.5682156
0.038591704,-3.6146213
0.042345469,-2.8168033
0.046273422,4.6322578
0.050375564,2.2619738
0.054651894,-0.18647897
0.059102413,0.45552709
0.063727121,-0.21200809
0.068526017,-3.130261
0.073499102,-0.55805504
0.078646375,6.8144136
0.083967837,9.0891057
0.089463488,4.2189624
0.095133327,-2.1803299
0.10097736,-3.4421046
0.10699557,-3.5349892
0.11318798,-3.4864346
0.11955457,-2.3866369
0.12609535,-1.0434393
0.13281032,-1.2686064
0.13969948,-1.5405696
0.14676283,0.18772984
0.15400037,1.7672724
0.16141209,3.4960973
0.16899801,2.6369495
0.17675811,1.9584566
0.1846924,2.7468931
0.19280088,2.1159844
0.20108355,-0.24015171
0.20954041,-2.5019075
0.21817145,-2.2535967
0.22697669,0.010663048
0.23595611,1.4359698
0.24510972,1.5752648
0.25443752,1.3305088
0.26393951,2.0977801
0.27361569,1.0770789
0.28346605,-1.2374773
0.29349061,-1.4105944
0.30368935,-1.544233
0.31406228,-2.9089815
0.3246094,-3.0813104
0.33533071,-1.6769061
0.34622621,-0.49968999
0.3572959,0.65425937
0.36853977,1.9888636
0.37995783,1.8884364
0.39155009,1.796115
0.40331653,1.7118995
0.41525716,2.4279466
0.42737197,1.8501388
0.43966098,1.9078879
0.45212418,1.8011937
0.46476156,1.224174
0.47757313,0.38075036
0.49055889,-0.10946943
0.50371884,-0.45825005
0.51705298,-0.96363071
0.53056131,-0.59031731
0.54424382,-0.059878459
0.55810053,0.10219564
0.57213142,-0.12762443
0.5863365,-0.1454171
0.60071577,-0.11588824
0.61526923,0.078609191
0.62999688,0.44591834
0.64489871,0.63309804
0.65997473,0.85124244
0.67522495,0.92819346
0.69064935,0.63650012
0.70624794,0.30557419
0.72202072,-0.46458434
0.73796769,0.035828456
0.75408884,-0.49122664
0.77038419,-0.58692609
0.78685372,-0.57283852
0.80349744,-0.096022772
0.82031535,-0.84275334
0.83730745,-0.56989298
0.85447374,0.44020538
0.87181421,-0.17324258
0.88932888,-0.072981958
0.90701773,0.88216371
0.92488077,0.33925326
0.942918,-0.046811353
0.96112942,0.52396987
0.97951503,0.28689104
0.99807483,0.49685413
1.0168088,0.58131012
1.035717,1.395161
1.0547993,0.86781842
1.0740559,1.085557
1.0934866,1.9621022
1.1130916,0.9170619
1.1328707,1.2288674
1.152824,1.9328129
1.1729515,1.0524277
1.1932532,1.1288884
1.213729,0.82101842
1.2343791,0.92881783
1.2552033,0.69150228
1.2762018,1.1208365
1.2973744,1.5423107
1.3187212,1.0931797
1.3402422,1.11462
1.3619374,1.0654552
1.3838068,0.78097941
1.4058504,0.9435455
1.4280681,1.0747221
1.4504601,1.0803917
1.4730262,1.0232992
1.4957665,0.95834667
1.518681,0.87769097
1.5417697,0.52250855
1.5650326,0.41044648
1.5884697,0.51013221
1.612081,0.24117357
1.6358664,0.35651176
1.6598261,0.10320558
1.6839599,0.24203936
1.7082679,0.13771897
1.7327501,0.064754227
1.7574065,0.41530198
1.7822371,0.42857793
1.8072419,0.48105266
1.8324209,0.58841243
1.857774,0.42908864
1.8833013,0.53641459
1.9090029,0.40842953
1.9348786,0.28042755
1.9609285,0.31711455
1.9871526,0.024372877
2.0135509,0.21004567
2.0401234,0.10550547
2.06687,0.30683071
2.0937909,0.31990376
2.1208859,0.45060695
2.1481551,0.46364618
2.1755985,0.38255085
2.2032161,0.54457586
2.2310079,0.36148593
2.2589739,0.44504576
2.2871141,0.34819652
2.3154285,0.40034998
2.343917,0.29562379
2.3725797,0.30852775
2.4014167,0.35278734
2.4304278,0.34212807
2.4596131,0.30792248
2.4889726,0.46193527
2.5185062,0.30220567
2.5482141,0.5738317
2.5780962,0.31210749
2.6081524,0.42683696
2.6383828,0.22782404
2.6687875,0.16212754
2.6993663,0.13562981
2.7301193,-0.09480639
2.7610465,0.26297579
2.7921478,-0.069455009
2.8234234,0.19417571
2.8548732,0.19896599
2.8864971,-0.062927302
2.9182952,0.3496723
2.9502676,-0.037745008
2.9824141,0.16305607
3.0147348,-0.044002898
3.0472296,0.086176128
3.0798987,0.54575001
3.112742,0.048444238
3.1457594,0.64131764
3.1789511,0.64593883
3.2123169,0.15642547
3.2458569,1.0394442
3.2795711,0.25970096
3.3134595,0.54660746
3.3475221,0.63741863
3.3817589,0.68115406
3.4161698,0.74840199
3.450755,0.47053497
3.4855143,0.81225889
