M/Z,Intensity
-7.8602611e-005,-0.69265667
2.1773576e-007,-0.45428681
9.6021472e-005,-0.46197616
0.00036601382,-0.42352941
0.00081019477,-0.0544406
0.0014285643,0.97593233
0.0022211225,-1.9460208
0.0031878693,-1.7076509
0.0043288047,-3.2147636
0.0056439287,-3.3762399
0.0071332413,-3.706882
0.0087967426,-3.2224529
0.010634432,-3.8376009
0.012646311,-3.2115021
0.014832378,-3.7077659
0.017192634,-0.87425878
0.019727078,4.3509187
0.022435711,8.4768014
0.025318532,6.136223
0.028375542,3.3730127
0.031606741,7.1921686
0.035012128,3.2838099
0.038591704,-3.5923557
0.042345469,-3.1325987
0.046273422,4.163273
0.050375564,1.9784583
0.054651894,0.15532539
0.059102413,-0.052761581
0.063727121,0.22386289
0.068526017,-3.005574
0.073499102,-1.1443786
0.078646375,6.1842272
0.083967837,8.5304164
0.089463488,4.2486681
0.095133327,-1.9089993
0.10097736,-3.38357
0.10699557,-3.3968818
0.11318798,-3.4637366
0.11955457,-2.7536847
0.12609535,-1.4358918
0.13281032,-1.0559172
0.13969948,-1.6752757
0.14676283,0.05858927
0.15400037,1.51592
0.16141209,3.0811841
0.16899801,2.4091296
0.17675811,1.7142895
0.1846924,2.519155
0.19280088,2.0863175
0.20108355,-0.35315797
0.20954041,-2.5078451
0.21817145,-2.3862023
0.22697669,-0.32656073
0.23595611,1.2643128
0.24510972,1.4636963
0.25443752,1.2173799
0.26393951,1.8786892
0.27361569,0.84862387
0.28346605,-1.1961533
0.29349061,-1.4567189
0.30368935,-1.4632536
0.31406228,-2.6767338
0.3246094,-3.0133458
0.33533071,-1.8348733
0.34622621,-0.6253611
0.3572959,0.51522935
0.36853977,1.6791702
0.37995783,1.7591951
0.39155009,1.6857154
0.40331653,1.4279736
0.41525716,2.0317214
0.42737197,1.9513995
0.43966098,1.456135
0.45212418,1.5609222
0.46476156,1.1738734
0.47757313,0.29498854
0.49055889,-0.10687422
0.50371884,-0.40849304
0.51705298,-0.82516974
0.53056131,-0.63410539
0.54424382,-0.09673789
0.55810053,0.30250368
0.57213142,-0.036149987
0.5863365,-0.16690882
0.60071577,-0.059015413
0.61526923,-0.020043778
0.62999688,0.2268227
0.64489871,0.5739331
0.65997473,0.67264834
0.67522495,0.59449413
0.69064935,0.53939356
0.70624794,0.13056848
0.72202072,-0.30133904
0.73796769,-0.1719384
0.75408884,-0.57311733
0.77038419,-0.56677509
0.78685372,-0.25287324
0.80349744,-0.50030836
0.82031535,-0.54014543
0.83730745,0.019772427
0.85447374,-0.15081239
0.87181421,-0.25220746
0.88932888,0.11543344
0.90701773,0.33696229
0.92488077,-0.14125414
0.942918,0.21096486
0.96112942,0.22483805
0.97951503,-0.22266418
0.99807483,0.060307468
1.0168088,0.63546002
1.035717,0.88764547
1.0547993,1.4089438
1.0740559,1.5688282
1.0934866,1.7210089
1.1130916,1.5040864
1.1328707,1.5024513
1.152824,0.9702366
1.1729515,0.89167919
1.1932532,1.0360985
1.213729,1.1497461
1.2343791,0.98656261
1.2552033,0.77722864
1.2762018,1.0061732
1.2973744,1.2427928
1.3187212,0.94883276
1.3402422,1.7390567
1.3619374,1.6603697
1.3838068,1.1126179
1.4058504,0.95700862
1.4280681,0.67066595
1.4504601,0.76877639
1.4730262,0.61312388
1.4957665,0.58817592
1.518681,0.69393251
1.5417697,0.26910954
1.5650326,0.57476044
1.5884697,0.29600632
1.612081,0.24791831
1.6358664,0.4304964
1.6598261,0.10556298
1.6839599,0.31118033
1.7082679,0.36299627
1.7327501,0.18411731
1.7574065,0.3973808
1.7822371,0.24154109
1.8072419,0.25485268
1.8324209,0.54496648
1.857774,0.47366642
1.8833013,0.63303247
1.9090029,0.4694314
1.9348786,0.39808814
1.9609285,0.33441983
1.9871526,0.032367261
2.0135509,-0.03132985
2.0401234,0.027988244
2.06687,-0.0049802659
2.0937909,0.085066429
2.1208859,0.19047742
2.1481551,0.34969947
2.1755985,0.52428582
2.2032161,0.51431336
2.2310079,0.4735691
2.2589739,0.44049979
2.2871141,0.45355218
2.3154285,0.55117303
2.343917,0.45654572
2.3725797,0.33883596
2.4014167,0.52099645
2.4304278,0.21871349
2.4596131,0.48542804
2.4889726,0.32921393
2.5185062,0.24987892
2.5482141,0.49348222
2.5780962,0.1526805
2.6081524,0.3347402
2.6383828,0.078492532
2.6687875,0.14518318
2.6993663,0.18110202
2.7301193,-0.16746105
2.7610465,0.17600301
2.7921478,-0.018801855
2.8234234,0.055506141
2.8548732,0.17593584
2.8864971,0.057981278
2.9182952,0.22451828
2.9502676,-0.13952429
2.9824141,0.065430659
3.0147348,0.43184757
3.0472296,-0.024510406
3.0798987,0.04199304
3.112742,0.71594076
3.1457594,0.15957803
3.1789511,0.21065958
3.2123169,0.35399893
3.2458569,0.65880023
3.2795711,0.15620536
3.3134595,0.70703707
3.3475221,0.54274481
3.3817589,0.51684646
3.4161698,0.4294189
3.450755,0.58803615
3.4855143,0.63898809
3.5204478,0.49769188
3.5555556,0.68702334
3.5908375,0.75331078
3.6262936,0.48125242
3.6619238,0.74743417
3.6977283,0.96746543
3.733707,0.35703245
3.7698598,0.66161776
3.8061868,0.6355466
3.8426881,0.6940439
3.8793635,0.54491434
3.9162131,0.61876154
3.9532369,0.58494343
3.9904348,0.45883872
4.027807,0.58646817
4.0653534,0.69870452
4.1030739,0.38032286
4.1409686,0.49253041
4.1790376,0.44324721
4.2172807,0.29398805
4.255698,0.29081214
4.2942895,0.27993249
4.3330551,0.23059168
4.371995,0.20430453
4.411109,0.11648817
4.4503973,0.08248287
4.4898597,0.094599267
4.5294963,0.022118412
4.5693071,0.095720811
4.6092921,-0.1228865
4.6494513,0.0045125528
4.6897847,-0.12185135
4.7302923,-0.14826811
4.770974,-0.013222906
4.8118299,-0.055047159
4.8528601,-0.043060361
4.8940644,-0.0062484512
4.9354429,-0.015579554
4.9769956,-0.0018495166
5.0187225,-0.011194441
5.0606235,-0.082061079
5.1026988,0.0085417266
5.1449482,0.014554769
5.1873719,0.0205609
5.2299697,0.018870769
5.2727417,-0.013583674
5.3156879,-0.061423728
5.3588083,0.14447786
5.4021029,-0.21095002
5.4455717,0.1410354
5.4892146,0.023963552
5.5330318,0.045293093
5.5770231,0.14350923
5.6211886,0.1417569
5.6655283,0.093861552
5.7100422,0.14592085
5.7547303,0.15183714
5.7995926,0.21157196
5.8446291,0.15595962
5.8898397,0.21568063
5.9352245,0.18312252
5.9807836,0.2735871
6.0265168,0.29484062
6.0724242,0.10078542
6.1185058,0.28350147
6.1647616,0.1586366
6.2111916,0.095279621
6.2577957,0.37024714
6.3045741,0.076195834
6.3515266,0.34346018
6.3986533,0.35696906
6.4459543,-0.037064534
6.4934294,0.30707258
6.5410787,0.11294827
6.5889021,0.19563366
6.6368998,0.032252927
6.6850717,0.2994689
6.7334177,0.2667933
6.781938,0.14952793
6.8306324,0.14759591
6.879501,0.45323099
6.9285438,-0.086969375
6.9777608,0.40319629
7.027152,0.20900286
7.0767174,0.21472563
7.1264569,0.18968409
7.1763707,0.2645972
7.2264586,0.31643534
7.2767207,0.014556455
7.327157,0.39702283
7.3777675,0.19509168
7.4285522,0.046979071
7.4795111,0.39097796
7.5306442,0.081375176
7.5819514,0.16392234
7.6334329,0.23108389
7.6850885,0.029111271
7.7369183,0.27311406
7.7889223,0.032680864
7.8411005,0.20746567
7.8934529,0.25921397
7.9459795,-0.011997359
7.9986802,0.17814542
8.0515552,0.014571173
8.1046043,0.027845071
8.1578277,0.025733359
8.2112252,0.062061486
8.2647969,0.02917855
8.3185428,0.0039780524
8.3724629,0.071042847
8.4265572,-0.046443676
8.4808256,-0.023399318
8.5352683,-0.031112438
8.5898851,-0.031136283
8.6446761,-0.046538905
8.6996413,-0.038873552
8.7547808,-0.11579113
8.8100943,0.045661077
8.8655821,-0.054324702
8.9212441,-0.085106404
8.9770803,-0.069752082
9.0330906,-0.20049549
9.0892751,-0.039043664
9.1456339,-0.062136321
9.2021668,-0.15443321
9.2588739,0.053154493
9.3157552,-0.10065735
9.3728107,-0.077614206
9.4300403,-0.046881791
9.4874442,-0.13148971
9.5450222,-0.0084852402
9.6027745,-0.016199805
9.6607009,-0.0085357449
9.7188015,0.052953691
9.7770763,-0.039343955
9.8355253,0.091349481
9.8941485,-0.06250403
9.9529458,0.014322769
10.011917,0.021945217
10.071063,0.006499418
10.130383,0.044878873
10.189877,-0.001324723
10.249545,0.075501088
10.309388,0.075433198
10.369405,0.03691836
10.429596,0.029160725
10.489961,0.15212185
10.5505,0.052091614
10.611213,0.23656714
10.672101,0.082711062
10.733163,0.09033114
10.794399,0.15946582
10.855809,0.1209494
10.917393,0.27466654
10.979152,0.066984022
11.041085,0.26683687
11.103192,0.1129794
11.165473,0.1974916
11.227928,0.24355685
11.290558,0.020494641
11.353361,0.2049678
11.416339,0.1203135
11.479491,0.17406731
11.542818,0.34316117
11.606318,0.035515121
11.669993,0.36608494
11.733841,0.1660894
11.797864,0.18139547
11.862062,0.14287589
11.926433,-0.034052192
11.990979,0.31189534
12.055698,-0.18029649
12.120592,0.4040205
12.185661,0.073304626
12.250903,0.073230611
12.316319,0.1808073
12.38191,0.11921809
12.447675,-0.12691573
12.513614,0.24209828
12.579727,-0.034793334
12.646015,0.034335618
12.712477,0.095775021
12.779112,0.088010074
12.845923,-0.027405973
12.912907,-0.035171315
12.980065,0.09547145
13.047398,-0.073770642
13.114905,0.033803677
13.182586,0.056794946
13.250441,0.025960566
13.31847,-0.13559297
13.386674,-0.012640738
13.455051,-0.043475711
13.523603,-0.10506828
13.592329,0.094776856
13.66123,-0.051398964
13.730304,-0.043787977
13.799553,-0.0054197859
13.868976,-0.1208388
13.938573,-0.0055774996
14.008344,0.048168799
14.07829,-0.14414431
14.148409,-0.013504902
14.218703,-0.082788801
14.289171,-0.098247445
14.359813,0.024702018
14.43063,0.0092429782
14.50162,-0.12155651
14.572785,0.13211131
14.644124,-0.12171818
14.715637,0.055055748
14.787324,-0.026535831
14.859186,0.06871623
14.931221,-0.020587531
15.003431,-0.0022518034
15.075815,0.046829909
15.148374,-0.080954849
15.221106,-0.031895967
15.294013,-0.044363303
15.367094,0.120013
15.440349,0.069076083
15.513778,0.010438399
15.587381,-0.032832
15.661159,0.0084690378
15.735111,-0.057892243
15.809237,-0.047371437
15.883537,0.13230366
15.958011,-0.041742773
16.03266,0.17635624
16.107482,-0.03615977
16.182479,-0.071832144
16.25765,0.015513671
16.332996,0.06440132
16.408515,-0.071266854
16.484209,0.092938217
16.560077,-0.019684737
16.636119,0.041924264
16.712335,0.018933013
16.788725,-0.14248394
16.86529,0.03441312
16.942029,-0.0040090253
17.018942,-0.15778882
17.096029,0.049813444
17.17329,0.049785855
17.250726,-0.096356786
17.328335,-0.011836318
17.406119,-0.12725635
17.484077,-0.012013282
17.56221,0.01862954
17.640516,0.14152717
17.718997,0.026037538
17.797652,0.31806607
17.876481,0.1025801
17.955484,0.14851463
18.034662,0.10215956
18.114013,0.094233842
18.193539,0.33234994
18.273239,0.039883464
18.353113,0.47788787
18.433162,0.26996945
18.513384,0.3926757
18.593781,0.5384326
18.674352,0.076713432
18.755097,0.16861008
18.836016,0.25279999
18.91711,0.037087833
18.998377,0.19044709
19.079819,-0.071435959
19.161435,-0.0026943483
19.243226,-0.19540804
19.32519,-0.10363318
19.407329,-0.088769215
19.489642,-0.45839016
19.572129,-0.036025429
19.65479,-0.31340897
19.737625,-0.4985377
19.820635,-0.27614827
19.903819,-0.24601
19.987177,-0.33891872
20.070709,-0.5471851
20.154415,0.013466149
20.238296,-0.10256282
20.32235,0.14279027
20.406579,0.52653427
20.490982,-0.26620972
20.57556,4.3620208
20.660311,21.423913
20.745237,11.496169
20.830337,1.2146973
20.915611,-0.05487344
21.001059,1.4821513
21.086681,1.1737146
21.172478,0.33469533
21.258449,0.8489843
21.344594,0.34057229
21.430913,0.22429974
21.517406,0.33100096
21.604074,0.46844218
21.690915,0.6827595
21.777931,0.57410671
21.865121,0.53464068
21.952486,0.37981699
22.040024,0.17883981
22.127737,-0.037533474
22.215624,0.099785956
22.303685,0.12943709
22.39192,-0.079299042
22.480329,-0.018925308
22.568913,-0.081598577
22.657671,0.063323213
22.746603,-0.091657055
22.835709,-0.28861882
22.924989,-0.50898857
23.014444,-0.68356215
23.104073,-0.67393126
23.193876,-0.96452497
23.283853,-1.0555355
23.374004,-1.1930221
23.46433,-1.8383457
