M/Z,Intensity
-7.8602611e-005,-0.56376471
2.1773576e-007,-0.40690196
9.6021472e-005,-0.31278431
0.00036601382,-0.52454902
0.00081019477,0.024470588
0.0014285643,0.64407843
0.0022211225,-2.1480784
0.0031878693,-2.697098
0.0043288047,-3.097098
0.0056439287,-3.8343529
0.0071332413,-3.4108235
0.0087967426,-3.8421961
0.010634432,-3.5127843
0.012646311,-3.7368608
0.014832378,-3.6312334
0.017192634,-0.49001962
0.019727078,4.4554078
0.022435711,9.2207353
0.025318532,4.8491
0.028375542,3.4581491
0.031606741,8.506706
0.035012128,1.7045747
0.038591704,-3.6933429
0.042345469,-1.8517527
0.046273422,5.2371886
0.050375564,2.2401475
0.054651894,-0.66248382
0.059102413,-0.11384255
0.063727121,-0.56883068
0.068526017,-3.5725463
0.073499102,-0.83479321
0.078646375,7.503252
0.083967837,8.9945306
0.089463488,4.0782582
0.095133327,-1.7710554
0.10097736,-3.5965474
0.10699557,-3.5393943
0.11318798,-3.5525373
0.11955457,-2.3418587
0.12609535,-1.5230448
0.13281032,-2.2568799
0.13969948,-2.6845405
0.14676283,-0.67269323
0.15400037,1.5512109
0.16141209,3.6028582
0.16899801,2.8391113
0.17675811,2.6717351
0.1846924,3.759553
0.19280088,2.7770748
0.20108355,-0.39334651
0.20954041,-2.9673972
0.21817145,-2.584293
0.22697669,-0.50677904
0.23595611,0.77102713
0.24510972,0.62951761
0.25443752,1.1628101
0.26393951,2.4179633
0.27361569,1.1636048
0.28346605,-0.63948115
0.29349061,-0.69325533
0.30368935,-1.1937962
0.31406228,-2.9567899
0.3246094,-3.1665504
0.33533071,-1.9956265
0.34622621,-1.028332
0.3572959,0.17454876
0.36853977,1.8639962
0.37995783,1.7890299
0.39155009,2.0280813
0.40331653,2.1027189
0.41525716,2.5854919
0.42737197,2.441106
0.43966098,1.763679
0.45212418,1.6826226
0.46476156,0.79401519
0.47757313,-0.19626084
0.49055889,-0.23722509
0.50371884,-0.95240698
0.51705298,-1.1261202
0.53056131,-0.46816878
0.54424382,0.36262386
0.55810053,0.56625768
0.57213142,0.33881112
0.5863365,0.32342143
0.60071577,-0.052460408
0.61526923,0.05038129
0.62999688,0.27900535
0.64489871,0.053019608
0.65997473,0.42800989
0.67522495,0.34808111
0.69064935,0.62107641
0.70624794,-0.10202383
0.72202072,0.17093725
0.73796769,0.13015575
0.75408884,-0.15378012
0.77038419,-0.1240076
0.78685372,-0.43935022
0.80349744,-0.57431778
0.82031535,-0.33283187
0.83730745,-0.89920619
0.85447374,-0.069519186
0.87181421,-0.24377085
0.88932888,-0.057255311
0.90701773,0.41943921
0.92488077,0.53533231
0.942918,0.68258085
0.96112942,0.26510641
0.97951503,0.57702664
0.99807483,0.60657681
1.0168088,0.29101185
1.035717,0.90876311
1.0547993,0.93826198
1.0740559,1.0461751
1.0934866,1.5776006
1.1130916,1.3246952
1.1328707,1.4560864
1.152824,1.0776566
1.1729515,1.3894058
1.1932532,1.1285889
1.213729,0.96971562
1.2343791,1.140237
1.2552033,0.74603544
1.2762018,1.0890717
1.2973744,1.0477771
1.3187212,1.045681
1.3402422,1.5455287
1.3619374,1.0884965
1.3838068,1.3765452
1.4058504,1.044969
1.4280681,1.0035718
1.4504601,1.0954908
1.4730262,0.82660837
1.4957665,0.84006179
1.518681,0.50840007
1.5417697,0.33358399
1.5650326,0.44894688
1.5884697,0.1486064
1.612081,0.35805273
1.6358664,0.34787412
1.6598261,0.071011735
1.6839599,0.38236754
1.7082679,0.37998076
1.7327501,0.29914549
1.7574065,0.28103823
1.7822371,0.30212954
1.8072419,0.34673317
1.8324209,0.38347655
1.857774,0.38098714
1.8833013,0.54318652
1.9090029,0.59556486
1.9348786,0.24792611
1.9609285,0.46497613
1.9871526,0.27416591
2.0135509,0.067652318
2.0401234,0.2140628
2.06687,0.031044404
2.0937909,0.25585205
2.1208859,0.26103474
2.1481551,0.30541602
2.1755985,0.38899589
2.2032161,0.33138217
2.2310079,0.62669253
2.2589739,0.41218187
2.2871141,0.55059528
2.3154285,0.79879551
2.343917,0.52148843
2.3725797,0.53436034
2.4014167,0.28839161
2.4304278,0.24632734
2.4596131,0.42385382
2.4889726,0.32685338
2.5185062,0.43375742
2.5482141,0.39162474
2.5780962,0.41222005
2.6081524,0.44848454
2.6383828,0.35139859
2.6687875,0.15233475
2.6993663,0.23560675
2.7301193,0.099253806
2.7610465,0.06484454
2.7921478,0.053947583
2.8234234,0.12146489
2.8548732,0.24386706
2.8864971,0.32703644
2.9182952,0.13567891
2.9502676,0.21097095
2.9824141,0.25487333
3.0147348,0.2752292
3.0472296,0.34262679
3.0798987,0.40216414
3.112742,0.2342334
3.1457594,0.36432477
3.1789511,0.68263434
3.2123169,0.51465229
3.2458569,0.76233942
3.2795711,0.48451924
3.3134595,0.94393686
3.3475221,0.65039621
3.3817589,0.69409335
3.4161698,0.94169495
3.450755,0.6716324
3.4855143,0.90351352
3.5204478,0.82949519
3.5555556,0.56722446
3.5908375,0.80689742
3.6262936,0.75635719
3.6619238,0.64305476
3.6977283,0.62385287
3.733707,0.78502603
3.7698598,0.72657425
3.8061868,0.66810537
3.8426881,0.73510958
3.8793635,0.59817511
3.9162131,0.52396864
3.9532369,0.66935291
3.9904348,0.64217106
4.027807,0.55222701
4.0653534,0.56422664
4.1030739,0.54483661
4.1409686,0.4234687
4.1790376,0.40404446
4.2172807,0.4002894
4.255698,0.3886741
4.2942895,0.36135542
4.3330551,0.12225493
4.371995,0.16549028
4.411109,0.25576735
4.4503973,0.024458686
4.4898597,0.05195645
4.5294963,0.0088488744
4.5693071,0.051998706
4.6092921,0.032386335
4.6494513,-0.09704706
4.6897847,-0.069634814
4.7302923,0.020505427
4.770974,-0.069763592
4.8118299,-0.026716382
4.8528601,-0.022901961
4.8940644,-0.10312386
4.9354429,-0.018647439
4.9769956,0.15993906
5.0187225,-0.19481535
5.0606235,0.030814828
5.1026988,0.099574693
5.1449482,-0.1453985
5.1873719,0.14295407
5.2299697,-0.023602892
5.2727417,-0.064677225
5.3156879,0.12953499
5.3588083,-0.17037801
5.4021029,0.13362299
5.4455717,-0.12708947
5.4892146,-0.050554589
5.5330318,0.17499233
5.5770231,0.0475905
5.6211886,0.17900463
5.6655283,0.15354845
5.7100422,0.14377097
5.7547303,0.20457416
5.7995926,0.12419331
5.8446291,0.16929508
5.8898397,0.16733046
5.9352245,0.16535828
5.9807836,0.28102558
6.0265168,0.10648923
6.0724242,0.23782767
6.1185058,0.20445266
6.1647616,0.17891321
6.2111916,0.26317012
6.2577957,0.18271358
6.3045741,0.36107299
6.3515266,0.34334641
6.3986533,0.12169068
6.4459543,0.41767445
6.4934294,0.01561143
6.5410787,0.193933
6.5889021,0.16832543
6.6368998,0.37016127
6.6850717,-0.031932025
6.7334177,0.32675142
6.781938,0.23836848
6.8306324,0.10291914
6.879501,0.31256027
6.9285438,0.31042913
6.9777608,0.24554532
7.027152,0.18849708
7.0767174,0.44516676
7.1264569,0.17633867
7.1763707,0.14279713
7.2264586,0.32885587
7.2767207,0.099220758
7.327157,0.20683298
7.3777675,0.26737881
7.4285522,0.069093546
7.4795111,0.32570267
7.5306442,0.11171599
7.5819514,0.25850605
7.6334329,0.16999443
7.6850885,0.073632101
7.7369183,0.20471318
7.7889223,0.15539454
7.8411005,0.051166362
7.8934529,0.22928356
7.9459795,0.077981422
7.9986802,0.075691324
8.0515552,0.1047662
8.1046043,0.024029595
8.1578277,0.0452462
8.2112252,-0.019819274
8.2647969,0.079813565
8.3185428,-0.071541557
8.3724629,0.020233006
8.4265572,0.057098039
8.4808256,-0.060609438
8.5352683,0.064820147
8.5898851,-0.052887718
8.6446761,0.0097963802
8.6996413,-0.045166774
8.7547808,-0.16287522
8.8100943,0.08804359
8.8655821,-0.13162603
8.9212441,-0.053256625
8.9770803,-0.076848201
9.0330906,-0.22593017
9.0892751,-0.0063848737
9.1456339,-0.069192717
9.2021668,-0.08494193
9.2588739,-0.014416828
9.3157552,-0.053695841
9.3728107,-0.17140642
9.4300403,-0.077352488
9.4874442,-0.06957326
9.5450222,-0.0774805
9.6027745,0.040102263
9.6607009,-0.030550463
9.7188015,0.0086005388
9.7770763,0.055594484
9.8355253,-0.085647059
9.8941485,0.08676252
9.9529458,-0.023181258
10.011917,-0.0076352529
10.071063,-0.054834761
10.130383,0.13325944
10.189877,0.023314001
10.249545,0.031015211
10.309388,0.20342189
10.369405,-0.079073808
10.429596,0.16392028
10.489961,0.053972771
10.5505,0.093044458
10.611213,0.17133142
10.672101,0.13981404
10.733163,0.10829625
10.794399,0.27285648
10.855809,-0.0017993977
10.917393,0.20981882
10.979152,0.10771114
11.041085,0.036975591
11.103192,0.24859257
11.165473,-0.0025359646
11.227928,0.33457038
11.290558,0.052068469
11.353361,0.13819359
11.416339,0.45961242
11.479491,0.028089659
11.542818,0.1691155
11.606318,0.47484681
11.669993,-0.27040268
11.733841,0.23924937
11.797864,0.090077474
11.862062,0.1369836
11.926433,0.089771661
11.990979,0.15236323
12.055698,0.26985635
12.120592,-0.059709775
12.185661,0.089155062
12.250903,0.23017635
12.316319,-0.27978317
12.38191,0.24555101
12.447675,0.0022573236
12.513614,0.15112009
12.579727,0.0019432235
12.646015,-0.0060575853
12.712477,0.37809805
12.779112,-0.22598201
12.845923,0.16601593
12.912907,0.032523272
12.980065,-0.14018549
13.047398,0.12632102
13.114905,-0.054231711
13.182586,0.03972495
13.250441,-0.062397234
13.31847,0.078617421
13.386674,-0.031348729
13.455051,-0.11778588
13.523603,0.046756942
13.592329,-0.13379869
