M/Z,Intensity
-7.8602611e-005,-0.34196078
2.1773576e-007,-0.44392157
9.6021472e-005,-0.13019608
0.00036601382,-0.46745098
0.00081019477,0.15215686
0.0014285643,0.16
0.0022211225,-2.0439216
0.0031878693,-2.5772549
0.0043288047,-3.1262745
0.0056439287,-3.6203922
0.0071332413,-3.7301961
0.0087967426,-3.6282353
0.010634432,-3.494902
0.012646311,-3.7350877
0.014832378,-3.4416845
0.017192634,-0.73233945
0.019727078,4.941967
0.022435711,9.0322153
0.025318532,6.15017
0.028375542,3.8409294
0.031606741,7.6574345
0.035012128,2.3604697
0.038591704,-3.642122
0.042345469,-3.0954385
0.046273422,4.2593437
0.050375564,1.6614403
0.054651894,0.16183158
0.059102413,0.89777257
0.063727121,1.2653416
0.068526017,-2.1158533
0.073499102,0.29928567
0.078646375,7.1695822
0.083967837,8.5499381
0.089463488,2.6050595
0.095133327,-3.0336813
0.10097736,-3.4878528
0.10699557,-3.5339256
0.11318798,-3.5091547
0.11955457,-1.6802066
0.12609535,0.0078205723
0.13281032,0.13531896
0.13969948,-0.43496632
0.14676283,0.43029806
0.15400037,1.5075827
0.16141209,2.5380641
0.16899801,1.113899
0.17675811,0.48214636
0.1846924,1.9682963
0.19280088,1.980192
0.20108355,0.20410798
0.20954041,-1.6030931
0.21817145,-0.97866601
0.22697669,1.1440558
0.23595611,2.2082096
0.24510972,1.3039916
0.25443752,0.65885256
0.26393951,1.0100475
0.27361569,-0.36399213
0.28346605,-1.9260115
0.29349061,-1.9034617
0.30368935,-0.92379355
0.31406228,-2.3360267
0.3246094,-2.5558475
0.33533071,-0.68913817
0.34622621,-0.022173329
0.3572959,0.55092942
0.36853977,1.312523
0.37995783,0.89005841
0.39155009,1.1109866
0.40331653,1.08119
0.41525716,2.0398842
0.42737197,2.1909908
0.43966098,2.1384314
0.45212418,2.4782844
0.46476156,1.908589
0.47757313,1.0018943
0.49055889,0.11898452
0.50371884,-0.74014029
0.51705298,-1.4421468
0.53056131,-1.4615448
0.54424382,-0.4846089
0.55810053,-0.12702525
0.57213142,0.019049244
0.5863365,0.34577144
0.60071577,0.42176879
0.61526923,0.68625698
0.62999688,0.95100072
0.64489871,0.61207843
0.65997473,0.7832247
0.67522495,0.20141359
0.69064935,0.090174508
0.70624794,-0.60931608
0.72202072,-0.56372483
0.73796769,-0.76913018
0.75408884,-0.2294537
0.77038419,-0.59175422
0.78685372,0.37141926
0.80349744,-0.15561955
0.82031535,-0.36110594
0.83730745,0.18633264
0.85447374,-0.25448028
0.87181421,-0.38942706
0.88932888,0.11874721
0.90701773,0.36023861
0.92488077,-0.15122738
0.942918,0.31768258
0.96112942,0.57481163
0.97951503,0.48682644
0.99807483,0.78313876
1.0168088,1.6284545
1.035717,0.78747948
1.0547993,0.84844906
1.0740559,1.4192064
1.0934866,0.72720235
1.1130916,0.89008409
1.1328707,1.30393
1.152824,1.2001127
1.1729515,1.0100046
1.1932532,1.0551745
1.213729,1.3748379
1.2343791,1.0827205
1.2552033,0.95529269
1.2762018,1.3690252
1.2973744,1.0062708
1.3187212,1.0748729
1.3402422,0.98659594
1.3619374,0.80418515
1.3838068,0.88842483
1.4058504,1.011864
1.4280681,1.3862673
1.4504601,1.3214388
1.4730262,1.2173783
1.4957665,1.0583997
1.518681,0.77391468
1.5417697,0.41882522
1.5650326,0.16568033
1.5884697,0.21055846
1.612081,0.1142439
1.6358664,0.096344512
1.6598261,0.14901715
1.6839599,0.30363436
1.7082679,0.3170589
1.7327501,0.33831037
1.7574065,0.53993778
1.7822371,0.41213723
1.8072419,0.43334007
1.8324209,0.4309973
1.857774,0.34236381
1.8833013,0.33998862
1.9090029,0.24347957
1.9348786,0.27244452
1.9609285,0.23864816
1.9871526,0.19699245
2.0135509,0.42983034
2.0401234,0.1293187
2.06687,0.3464379
2.0937909,0.33608991
2.1208859,0.34141199
2.1481551,0.33887473
2.1755985,0.25004675
2.2032161,0.34943786
2.2310079,0.26057746
2.2589739,0.37562243
2.2871141,0.42006295
2.3154285,0.44095786
2.343917,0.61085616
